audio_id,duration,rms,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
BillBuckner_10.wav,38.0013125,0.01270234,-366.68405,110.03492,-11.631205,34.470222,-4.2027807,-6.2703667,-16.402557,-9.122904,-5.1746483,-1.2331413,-5.585566,2.7857454,-9.530967,0
BillBuckner_15.wav,41.0065,0.0120063,-357.64322,86.898766,-7.8306866,2.5996764,-14.23797,-13.21141,-28.91445,-15.902145,-14.541366,-4.0234437,-7.3594007,-3.248243,-8.134317,0
BillBuckner_5.wav,29.0178125,0.017242286,-364.61722,136.8515,19.042545,29.736313,5.836932,6.191102,-10.123688,2.198023,-5.341461,-1.4424388,-2.202904,6.90724,-1.4482087,0
BobbyWomack_0.wav,38.00575,0.075643554,-196.40344,114.90467,-6.5875483,20.318777,1.8045621,-13.09555,-20.166933,-6.7247877,-10.234763,-0.44891614,-11.079302,-1.5991375,-4.889479,0
CaseyKasem_15.wav,50.0093125,0.07080449,-181.34564,101.116035,14.768557,6.6642303,2.53268,-0.30372596,-3.9815655,6.3441167,-5.2694926,9.14682,4.346316,4.045452,-3.0430443,0
CaseyKasem_5.wav,11.005375,0.09379876,-243.40993,138.76926,28.755587,7.87845,4.877823,-4.316502,-9.96383,-1.8126029,-13.389152,-4.752582,-2.1854067,-2.7902317,-7.9586606,0
CharlesBronson_10.wav,36.0149375,0.007698512,-471.5066,133.33598,37.5043,25.143503,9.084882,6.16306,-0.5586913,0.43240416,-1.4909483,1.739019,-2.6345923,2.2707183,-0.93402565,0
CharlesBronson_15.wav,22.0025625,0.0034067756,-702.1676,77.42227,134.64357,21.199572,37.242172,9.605559,9.810532,10.798535,4.951435,2.5991518,7.081309,6.071519,9.748742,0
CharlesKKao_0.wav,70.008375,0.047000773,-312.82312,134.70067,13.51688,23.623877,-1.0927916,-1.9673885,0.022922328,-7.356142,-2.7185578,12.080604,-0.81702495,-0.014623158,4.6694946,0
CharmianCarr_15.wav,110.0013125,0.04537076,-285.5972,90.17939,18.420855,16.121477,-5.8214397,-3.4145987,-11.481028,7.859509,-14.891,-3.218015,-8.29283,-8.525037,0.8710117,0
CharmianCarr_5.wav,46.0029375,0.03418604,-283.62427,74.73255,-8.049782,21.664326,-20.09841,-6.968105,-14.316041,3.214056,-12.744545,-2.5999134,-12.889978,-8.950864,-7.3720794,0
daningram_15.wav,46.0,0.0941943,-138.54892,52.72838,-14.320997,26.41457,8.097474,1.3323116,-27.447233,-4.6730103,-0.11219259,-7.0533714,2.3801556,2.068171,-3.8564038,0
DavidMilch_10.wav,90.00075,0.017900502,-374.54794,105.834915,10.272742,16.678434,3.2987518,-7.124014,-10.671593,-8.9173355,0.2728472,-1.1487616,-2.0188391,-1.4401215,-1.9705919,0
DavidMilch_15.wav,90.0045,0.01092307,-448.66202,102.83874,-7.043078,15.508156,-12.649976,-16.22303,-14.593945,-20.314127,-7.7834706,-7.394957,-7.763182,-5.2881722,-8.556375,0
DavidProwse_0.wav,45.0026875,0.048701115,-373.4768,127.782974,24.736265,30.234587,12.555239,-5.100967,-6.6070857,-9.6649685,-11.299816,-3.612815,0.5033163,0.5994227,-5.8717356,0
DavidProwse_10.wav,90.0084375,0.029254647,-257.68106,109.87632,-15.657325,26.578897,-10.511324,-16.771952,-16.731424,-6.231848,-9.50552,-4.747383,-3.443557,-3.2461576,-9.53863,0
DavidProwse_5.wav,57.0006875,0.020694988,-333.80936,138.29782,1.0377189,19.420656,7.3367043,4.291928,-12.145242,0.12268632,-2.0946422,3.9812672,6.8880196,-0.025032463,-4.313755,0
DennisMoore_5.wav,90.01625,0.037135754,-285.8545,134.47717,11.1040945,25.83291,9.971819,3.907251,-2.4903698,2.2594166,-8.477306,-1.5627422,-4.9874935,-6.8888745,-13.282743,0
DonaldSterling_5.wav,58.02025,0.031385362,-335.99457,104.29553,7.536824,31.141132,2.775697,-2.0206296,-8.49181,-3.7669337,-0.8788687,-0.16957209,-2.5982037,-1.7878321,-0.82672507,0
DonLane_0.wav,35.0158125,0.15440457,-48.137466,85.93893,-24.288267,-1.489685,-10.297249,-6.286131,-15.501609,-4.8078213,-4.230291,1.0141077,-3.768982,4.036134,-3.1279624,0
emilegriffith_5.wav,10.0,0.014669579,-386.07614,109.87453,-3.0359597,7.4113145,-2.6538079,-6.749996,-19.915102,-5.6352057,-14.735236,-7.7852473,-12.831091,-4.6223097,-9.828054,0
ErnieSigley_15.wav,49.010375,0.16956674,-129.95181,138.78549,-77.669334,5.2012863,-9.187326,-34.03895,-25.052279,-12.485848,-19.43676,-2.3027232,-2.979624,2.4558632,-1.6194665,0
EstelleGetty_15.wav,9.0204375,0.15028197,-161.64401,81.2444,-28.874466,19.368856,-20.848114,-3.0387933,-18.975199,-4.6530643,-13.733735,-4.3311276,-9.928924,-4.592387,-2.1796613,0
EvelynKeyes_0.wav,30.0165625,0.022929482,-299.51984,90.51016,-1.8793342,29.969236,2.681026,7.727724,-7.6142507,-1.5778228,-6.142836,0.7223353,-3.6658497,-3.4216127,1.3250523,0
EvelynKeyes_10.wav,63.0178125,0.025488885,-294.26733,108.67113,-7.958917,22.081306,-4.136507,5.67186,-7.027126,1.7350672,-3.6966121,1.8126396,-4.87429,-1.936952,-3.0915596,0
galesayers_0.wav,83.0,0.08736744,-117.01529,105.01614,2.6783268,0.68555886,-0.16152236,-22.275574,-10.571961,-3.258163,-1.7647742,-8.073182,-3.4340138,-2.2248206,-7.324472,0
galesayers_5_1.wav,44.0,0.06422452,-184.82745,67.5299,-13.596683,6.254122,-12.63294,-17.318743,-31.916777,-9.718197,-19.290863,-5.004249,-19.014336,-2.42518,-11.7128725,0
galesayers_5_2.wav,53.0,0.039005313,-181.58672,55.964657,4.3163557,-0.3180225,5.295451,-13.941342,-7.9345837,-6.5414987,-18.525759,-3.7891746,-14.516263,4.832157,-8.991666,0
georgeklein_5_1.wav,13.0,0.19461967,-103.81145,110.45702,-1.2746586,29.812601,-9.173779,-5.7014623,-20.875063,-5.625296,-13.581327,-2.3558483,-9.664512,0.8045015,-11.589707,0
georgeklein_5_2.wav,63.0,0.09920784,-193.21626,139.8913,-44.246613,26.569944,-3.0265477,-12.467181,-24.177216,-21.711082,-11.888928,-14.103214,-3.091891,-6.042217,-9.110125,0
georgeklein_5_3.wav,16.0,0.100232996,-150.52026,100.492386,-13.151785,29.843315,1.9105864,9.937001,-7.627404,-5.3884273,-1.7422025,-3.4949408,-2.3133008,3.327336,-8.190594,0
georgerobb_10.wav,22.0,0.017066838,-415.29678,135.77138,17.050287,15.661882,-2.694977,-5.842159,-8.037365,-7.6279554,-3.7159846,0.19836727,2.162192,-2.5382514,-1.8996491,0
GregFingersTaylor_10.wav,90.002375,0.026340837,-367.19977,117.87149,-4.0183434,34.449986,-0.643025,-12.133324,1.4900662,-12.9707775,5.5629325,-6.8969483,-2.937099,-4.3614025,-5.7621737,0
IanHolm_2.wav,90.0,0.008121414,-484.02905,143.90797,25.602259,14.443212,0.1373142,-16.972137,-18.697044,-11.371734,-12.9177475,5.4203467,-0.30320585,-8.236583,-4.680963,0
ianmccaskill_15.wav,32.0,0.023005433,-298.36044,86.23979,21.66025,19.461737,-5.3610086,0.37039962,-12.432625,-6.978393,-7.610554,1.9221749,-7.3418026,-6.0897155,-3.2606616,0
IrisMurdoch_10.wav,58.0178125,0.011835902,-404.51343,83.18683,8.163977,34.26085,-6.375789,21.756649,-13.393773,-10.118778,-1.2245923,5.5855303,-3.8234434,-1.1667457,2.174238,0
IrisMurdoch_5.wav,41.0220625,0.018984146,-356.05594,73.42749,25.627632,50.074833,-11.776765,-28.353567,-15.035513,1.6721144,-21.267944,-0.5633254,-19.498823,-3.7207031,0.5206302,0
JackHanna_10.wav,60.0115625,0.057349417,-252.17628,120.01869,4.444554,1.9031943,0.7309919,-16.411594,-18.706913,-10.883745,-18.697443,1.6376255,-6.038118,-5.539872,-9.811593,0
JackHanna_15.wav,26.01425,0.079263635,-238.7104,130.1752,7.009303,19.061537,4.3959074,-3.6596985,-10.346851,-11.800767,-15.640047,5.0255127,-3.3489068,-0.75392646,-4.534791,0
JackWebster_10.wav,15.0075,0.015982814,-361.50305,76.03362,25.000387,24.424437,-10.342509,5.2679844,-20.112003,6.424003,-14.177389,-4.5924215,-2.5411692,-1.0013933,0.8040972,0
JackWebster_5.wav,20.0015625,0.031163374,-327.83722,87.88309,11.943425,9.292528,-21.466442,-3.929211,-16.3792,-2.2661533,-17.41582,-2.6610236,-5.1748786,-0.31650534,-2.479123,0
JamesStewart_5.wav,47.0180625,0.009758207,-445.77432,109.74806,25.768623,5.361852,5.759565,-11.673794,-14.680079,-9.591365,-15.017233,1.7874018,-6.041385,-2.402583,-9.014742,0
JeanneLittle_10.wav,48.01025,0.08715184,-170.40489,66.56367,-36.857265,11.889633,-37.803616,-15.62059,-19.93131,-5.438042,-5.303664,-7.321275,-4.608022,-7.1608667,1.4345157,0
jessehelms_0.wav,90.0,0.067613736,-230.79239,129.7334,-4.515372,21.776884,-8.673806,-4.6018696,-12.974254,-11.9449835,-4.213286,-7.780473,-3.9504533,-1.7821999,-7.2181277,0
jessehelms_5_1.wav,38.0,0.016099274,-388.1885,130.35905,3.010668,29.94111,-23.162573,6.3096375,-3.7676365,-13.780874,-7.1964517,0.18649282,-8.653211,2.6602201,-10.832952,0
jessehelms_5_2.wav,8.5,0.039812338,-256.0961,88.55549,0.53053683,18.869596,6.1707625,3.8485327,-2.5614219,0.44530883,-2.088103,2.265323,1.8451371,1.262709,1.20808,0
Jessejackson_0.wav,42.0224375,0.038789134,-279.42764,115.34603,24.007042,21.27849,1.2569892,10.9934225,-12.171963,-3.6174068,-4.75045,5.8019896,-9.032272,1.088427,-7.198439,0
jimmclean_10.wav,90.0,0.023030162,-305.47122,94.67427,13.816598,16.84881,6.212997,-7.792581,-27.61539,-11.199425,-11.357026,-4.8992653,-6.5875416,0.33764333,-3.599028,0
JimmyCalderwood_5.wav,14.0145625,0.039393872,-250.80925,80.69152,-6.1128345,28.331594,-16.464018,-11.9052725,-3.7020392,-17.754604,-9.079919,-4.7911983,-13.934208,-6.66226,-10.948704,0
JimmyFratianno_0.wav,100.0176875,0.007115366,-477.69043,106.33882,30.244268,37.889553,7.7225614,5.2278547,0.26014432,-0.25177717,2.6030276,4.5495305,1.2874621,0.41261432,4.189765,0
JimNeidhart_0.wav,25.005,0.17761563,-56.92078,106.32555,-19.529087,21.959564,-23.24586,3.0356846,-27.027313,-16.568342,-15.216135,-10.222175,-1.086967,-0.7392572,-6.6626177,0
JimNeidhart_10.wav,17.01575,0.05450128,-224.97932,86.729904,-22.03339,10.370679,-32.961987,-9.908559,-0.86651397,-10.249626,-0.74528,1.2761071,-0.79007936,1.8606368,-6.1243715,0
JimNeidhart_15.wav,40.0114375,0.049768247,-194.90683,68.255714,-15.057969,20.113482,-21.923069,-6.0711365,-13.319398,-4.0628166,-13.39173,-3.0911088,-5.420893,-7.600146,-8.897136,0
JoeConley_0.wav,80.002125,0.028590688,-327.17252,142.44244,-2.3905802,30.172915,10.994935,-2.2008622,4.48462,-4.2898374,-10.231681,7.314741,1.2711387,-6.7828846,6.1011114,0
johnmackey_15_1.wav,57.0,0.10744379,-138.4838,122.85017,-3.8332763,27.914845,14.543483,11.321273,-0.06566184,9.427641,-6.3904786,17.904352,-6.177867,5.022824,1.5146432,0
johnmackey_15_2.wav,11.0,0.023856066,-244.92247,81.13211,16.76623,9.835598,-7.901049,1.7882258,-10.283631,3.4767683,-7.1830034,4.691851,-3.8468533,2.921074,-5.156368,0
JonathanMiller_5.wav,90.0005625,0.036096968,-355.64438,102.51355,30.103407,7.6331277,-0.19360234,15.206368,-11.22477,-10.20179,-3.3826306,-3.2597764,1.957177,-7.5397706,-9.34098,0
leonredbone_15.wav,48.0,0.02931071,-350.48233,122.85093,19.455067,19.499285,9.391218,0.79765546,-5.582403,-6.2660136,-3.3095767,2.3034,-0.4967628,3.579821,1.1207901,0
LeroneBennettJr_10.wav,92.0099375,0.022811709,-371.5213,127.69198,6.882819,14.614645,9.9919405,-0.17266205,-14.70188,3.2666872,-3.9718733,-0.36431852,-4.308169,0.91815305,-11.056958,0
maureenforrester_5.wav,58.0,0.034326546,-305.0373,94.74753,30.05805,20.738407,0.53371495,-5.039408,-1.2009581,-4.4561806,-9.642775,3.1510289,-4.0936217,-1.6754233,-6.334772,0
mauricehinchey_0_1.wav,90.0,0.01113262,-330.62878,69.37927,4.9273815,31.13403,-8.468805,1.6970235,-10.7185955,0.65126944,-6.548778,9.045444,-5.7822895,14.4449625,1.1229974,0
mauricehinchey_0_2.wav,16.0,0.046892166,-240.95972,112.882835,2.202733,27.354994,-5.443009,-8.46332,-16.829126,-11.557582,-6.1555862,0.6971933,-5.962518,-4.628645,-4.230601,0
mauricehinchey_5.wav,89.0,0.02458306,-334.3635,101.522385,-22.89156,46.60008,-9.471509,-16.582914,-13.392459,-9.984134,-9.975658,7.424999,-15.891065,6.8891835,-4.7466674,0
OmarSharif_0.wav,14.0079375,0.046950407,-259.31866,89.92022,15.961969,22.537212,-9.478055,-11.300048,-11.638041,-7.1432257,-8.427522,-3.4768803,-1.7085521,-5.0771494,-8.234625,0
OmarSharif_10.wav,79.0128125,0.06996671,-234.42105,109.15521,9.792659,25.889576,-5.790236,-7.3771396,-11.460892,-11.938576,-8.286153,-8.172253,-5.7829533,-8.098095,-4.138935,0
OtisChandler_5.wav,48.0094375,0.03432879,-275.68298,113.79774,-5.702373,-0.9777379,-5.328525,-9.216462,-9.022408,-5.387305,-8.971035,14.139647,-12.697343,1.3575195,-4.5588627,0
patpariseau_10_1.wav,90.0,0.086023115,-224.40582,126.3709,2.1550632,20.61989,6.1223836,-6.3262196,-6.856341,-1.2465112,-2.4770439,-3.9484506,-5.6754065,-3.6375616,-2.3967311,0
patpariseau_10_2.wav,34.0,0.05421793,-280.5551,129.63544,19.716276,7.186455,11.459316,-10.161495,-8.460407,2.4236906,-6.7860975,2.4415188,-5.3929896,-0.20109154,1.628923,0
paulhornung_0.wav,81.0,0.034914605,-281.9169,104.97744,-16.7616,18.50514,-8.153902,-7.0880027,-16.895082,-16.593569,-14.129621,-5.660189,-5.8715267,-8.653398,-4.0967274,0
paulhornung_10.wav,90.0,0.021559974,-356.59064,111.91463,6.0369797,17.599604,4.123101,-5.7807546,-11.226412,-3.671296,-4.6642194,-2.2475774,0.6742635,2.1675496,-3.370905,0
PaulinePhillips_10.wav,90.0005625,0.028438047,-347.30658,128.25468,5.440825,18.941174,2.037464,-5.7098875,0.46628454,9.923366,1.4883311,4.1030664,-4.3935227,1.1914835,-2.6204023,0
PeterFalk_10.wav,21.015875,0.048067752,-256.39716,136.37769,-11.7608385,20.905382,-11.20312,-5.3245597,-6.873204,-3.604746,0.111331746,6.8151145,1.7022603,-0.012888498,-0.8429319,0
PeterFalk_15.wav,26.000375,0.052477892,-161.57518,72.61047,-7.5118175,32.681164,-1.9573454,-1.744874,-11.129627,-1.9391702,-1.3853772,0.7280155,-1.9057801,-5.2939935,1.140547,0
PeterMax_10.wav,35.015875,0.018361246,-355.26096,149.22682,4.8203354,16.999992,-3.7186666,-7.935834,-14.16407,-12.821497,-8.019,-6.0154915,-2.3411493,-1.873602,-6.596372,0
PeterMax_15.wav,20.015625,0.048559397,-250.20357,102.75952,6.2719073,16.014736,0.66859984,-4.560069,-14.878825,-7.560478,-5.7942057,-5.1224284,-1.9512604,-3.265706,-7.304558,0
ralphklein_5_1.wav,46.0,0.017279176,-359.29544,98.44332,3.515416,15.135836,-7.2754436,-9.414198,-14.964056,-8.521924,-7.9831777,-1.0769306,-2.765447,0.24610394,-11.63768,0
ralphklein_5_2.wav,33.0,0.07426751,-176.88956,83.02348,-0.5739884,18.945297,-1.1692437,-7.258141,-2.7962224,-13.968087,1.2628142,1.2106714,2.1033196,4.147409,-10.466754,0
RayDolby_0.wav,64.008375,0.04868856,-372.62936,110.384995,27.132433,33.46006,29.591002,17.662909,1.295013,0.87603927,3.3681295,2.7955363,3.4119732,6.7542243,3.142257,0
RayDolby_10 - Copy.wav,90.008375,0.082286105,-206.76009,107.87286,1.2023786,19.875288,3.5019293,2.3335764,-5.387451,-5.3942714,-1.8093439,-6.332352,-8.136813,0.3657036,-13.53971,0
RayDolby_10.wav,90.008375,0.082286105,-206.76009,107.87286,1.2023786,19.875288,3.5019293,2.3335764,-5.387451,-5.3942714,-1.8093439,-6.332352,-8.136813,0.3657036,-13.53971,0
RayGalton_5.wav,71.01175,0.023758674,-297.60733,85.152504,-6.5213623,16.64748,3.4620144,-13.353473,-1.2484268,-14.875866,-18.162743,2.5236998,-12.285847,-2.3846016,-13.141022,0
RichardGwyn_0.wav,43.002125,0.017266942,-405.46442,110.95661,24.99242,10.601044,-7.039924,9.658508,-19.579746,-16.492699,-6.27116,-12.195226,-11.37937,-6.590809,-12.776756,0
RichardGwyn_5.wav,162.00375,0.032968972,-318.84897,87.820755,16.014977,9.573361,-4.213192,-1.2773076,-18.42937,-3.6061273,-9.858786,-7.689139,-1.4359298,-11.030164,-10.26008,0
RobertAnderson_10.wav,90.0005625,0.022071952,-366.10666,101.65315,31.951025,21.044378,-7.0265045,10.071914,-15.609989,-1.960327,-4.0019717,0.64613867,3.15198,1.0158519,1.7726159,0
RobinWilliams_0.wav,86.00675,0.050468545,-254.88693,137.59566,-7.3909445,15.6759815,12.395228,-0.6640159,-16.937984,-4.016486,-6.717796,-7.054029,2.505493,1.5262964,-12.929341,0
RonaldReagan_10.wav,90.00875,0.05565537,-262.8725,116.15655,23.069822,23.734285,11.511118,0.10995393,-3.9338443,3.579265,-3.5817623,0.52310544,-0.7001164,-2.123266,-0.98937863,0
RonaldReagan_5.wav,90.0161875,0.036925476,-365.7635,125.402176,36.69222,29.795576,15.382014,2.0848854,-0.7732417,-1.101849,-1.3807055,3.4783208,3.2122424,-2.563067,-0.16286297,0
ronano_rahilly_15_1.wav,88.0,0.09875018,-182.81915,107.228905,9.873185,26.651073,-5.292613,-6.861478,-16.983917,-5.1198635,-8.183269,-4.5131288,-2.8402927,-4.7619543,-6.2472234,0
ronano_rahilly_15_2.wav,24.0,0.049987752,-348.79926,141.55444,52.225887,33.63507,18.017551,11.079761,-8.316172,1.5299573,-2.0880992,-5.1609807,8.9616785,5.8601766,6.4792724,0
RossMacDonald_10.wav,94.0283125,0.029786251,-249.18063,110.771034,-36.067177,33.526157,-14.209494,-6.748205,-14.525587,-7.6088595,-9.917804,0.18252361,-6.958299,-0.7204799,-5.1196923,0
SparkyAnderson_0.wav,54.0039375,0.040465664,-253.64984,98.40762,8.084288,37.294205,-2.8370848,-3.278539,-4.444469,-1.539733,-5.019504,1.1315794,-5.811806,0.10838408,-1.839794,0
StanBowles_5.wav,26.0081875,0.030704329,-372.8647,83.63017,19.031687,3.9725358,4.5894766,-1.158681,-10.171098,0.40833855,-8.470517,0.718674,1.3444189,-3.6124358,1.1526326,0
StellaStevens_15.wav,31.00075,0.09982095,-138.26346,71.180214,-12.686486,36.644398,-27.918884,-2.3755875,-21.608364,1.6068273,-4.115299,-4.8554535,-6.6527915,-4.4027534,0.56847954,0
SteveLawrence_15.wav,102.0009375,0.15743913,-176.25868,128.55357,-45.439743,18.814213,6.5170527,-23.774467,-9.372866,-14.146446,-14.909631,-2.0767293,-9.874237,0.09884999,1.2121814,0
TedTurner_0.wav,16.0174375,0.019282956,-403.96887,113.620636,36.057728,9.211103,11.960175,7.3848424,-12.198037,0.26173654,-0.20245562,-0.08212037,-2.4676714,2.186387,-7.4926558,0
TedTurner_5.wav,37.0051875,0.038354997,-333.6826,115.58759,42.85574,7.246601,8.662254,-0.38672623,-10.037541,-3.6034634,2.6950343,-2.291887,-2.9730372,9.593498,-12.490466,0
TeresaGorman_10.wav,16.022875,0.042933315,-284.2227,139.56818,6.284147,-3.2034235,-11.994158,-9.978359,-14.72639,-7.7896867,-7.6338496,1.0513035,-16.498816,-0.4178737,-3.73103,0
terryjones_5.wav,44.0,0.0378199,-289.5328,113.22607,11.868405,11.623063,-16.935717,-10.462827,-18.347523,-18.26555,-15.419472,-3.7568874,-9.028006,-4.306545,-11.441141,0
TerryPratchett_0.wav,80.0089375,0.02565741,-354.51596,92.51011,23.090052,19.400053,11.440456,2.6031842,-7.701771,-3.284024,-7.781317,10.600228,2.403488,2.5860403,-0.5647925,0
TerryPratchett_5.wav,64.0184375,0.026263777,-349.69165,119.34026,13.376443,9.123643,1.9962436,-0.3289017,-15.445687,5.3373938,-8.366635,0.010490299,0.77109075,-2.060159,-2.479372,0
thomasdorsey_0.wav,18.0,0.030723525,-326.1663,124.02371,-36.76304,15.319751,-13.211537,-25.269222,-24.612793,-10.878015,-30.931595,-16.088072,-15.351455,-13.112782,-11.641423,0
TimConway_10.wav,90.0005625,0.021304782,-329.7365,114.93141,-28.673658,3.2530026,-9.249139,-7.2411723,-9.207662,-11.781798,-7.4670224,5.187539,-8.45054,3.2167883,-4.0754323,0
TimConway_5.wav,43.022625,0.030762978,-311.04016,110.48009,-10.920831,21.057228,-4.245387,-8.168917,-12.596742,-10.06865,-8.111298,2.2380824,-11.367164,0.42044783,-7.7679005,0
TonyBennett_0.wav,27.008,0.044489235,-293.1125,78.408226,20.068657,17.524073,7.5263743,-0.80758524,-31.474018,4.2973285,-17.113409,-3.4043105,-3.5059714,-6.558286,-5.046753,0
TonyBennett_15.wav,86.0038125,0.037125643,-305.2775,104.70597,11.594567,15.115554,20.092098,-3.6586552,-17.207851,-7.865458,-15.627034,-9.469393,-4.955956,-7.7902584,-14.681315,0
TonyParkes_10.wav,48.018875,0.034713827,-297.18457,16.427946,-27.724108,91.98607,-37.438797,-22.200512,-8.6508255,-29.7136,-24.428396,-8.565723,-14.441155,-1.3047055,-21.626652,0
TonyParkes_5.wav,33.011125,0.0036410065,-474.86633,25.407063,7.0116224,66.4259,-19.898,-16.725733,-1.3020399,-19.788479,-19.137596,-6.7507544,-5.6984696,-1.2618442,-12.520326,0
TrevorPeacock_5.wav,34.01575,0.0460145,-161.51491,19.111473,20.918016,8.279834,-4.9143944,0.40778396,-13.087022,-3.7822642,-9.039429,2.912621,-3.2348182,1.7250736,-1.8359132,0
UnitaBlackwell_15.wav,90.0005625,0.08283451,-247.05528,100.30105,3.7812777,19.019917,-5.7825437,-3.1109116,-6.0569468,-6.9947176,-5.104779,-5.1361427,-6.43527,-2.9163675,-0.16659683,0
Vampiro_0.wav,100.0009375,0.033957157,-292.24747,86.479546,15.8603525,26.418417,9.087989,7.497263,-18.07826,5.6060653,-1.0069072,1.5551567,5.1539683,-2.675925,-1.6004175,0
Vampiro_5.wav,39.0131875,0.021760002,-326.48785,107.65087,11.018676,29.88677,16.169752,24.65116,-10.487263,6.210593,-5.0671797,-3.1229062,2.757674,-0.77600545,-1.1683196,0
vivnicholson_5.wav,90.0,0.013394571,-326.1628,74.81411,-0.20227718,13.798814,-8.064186,-6.3534927,-8.336054,-5.369676,-11.280257,-9.99652,-7.7539487,-2.5820723,-8.225011,0
woodydurham_0_2.wav,90.0,0.008788267,-474.95117,115.69122,9.948095,11.529899,-9.070382,-13.351346,-12.854362,-21.721281,-8.888648,-1.1427892,-10.011748,-3.8519354,-6.52348,0
Angela Lansbury_1.wav,60.0,0.017965801,-330.33322,105.80885,-27.049574,29.222094,-8.20993,-11.72251,-15.912764,7.080519,-1.90138,7.6799884,-9.793527,-3.2248163,-5.589446,1
BarryLevinson_1.wav,45.0,0.031228071,-340.7125,142.71367,1.6458831,25.306314,3.4444442,-3.551354,-8.252294,-5.0986347,0.7535137,1.2280109,-1.0381948,0.36908156,0.43770254,1
BarryLevinson_2.wav,56.0,0.03917528,-285.8672,94.77452,36.549667,33.392403,-5.113557,-1.3580011,-2.3668227,-13.868214,-2.772158,3.9853137,-9.663348,4.018005,-8.844103,1
